"","genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"13926","Slfn8",9.35911257430052,-0.320997665023075,0.422074676101775,-0.76052339360363,0.446941791294017,0.643434816480992
"13927","Gucy1b3",3867.73068254391,-0.321004895556516,0.0595917655056661,-5.38673242574084,7.17501268775967e-08,2.79038211634943e-06
"13928","Slc12a7",107.230086758828,-0.32122701948059,0.243620316376626,-1.31855595731182,0.187317606041529,0.365783863249845
"13929","Fat1",725.676081462616,-0.321777088937303,0.163556737913373,-1.96737287037194,0.049140239656699,0.144320534358987
"13930","Wwc1",1125.50827871021,-0.321847704253148,0.0973136532190366,-3.30732321320548,0.000941921441424648,0.00708941355164932
"13931","Adam1a",203.017745923693,-0.321875574781296,0.136618310825444,-2.35602074741323,0.0184718859658844,0.0701409938246818
"13932","Rmst",8.9955282367045,-0.321960083719226,0.440051806477221,-0.731641318090788,0.464387522253883,0.657667758514885
"13933","Tango6",116.06284695646,-0.322103166633631,0.123023714251942,-2.61822014228893,0.00883897614168984,0.0405900568108519
"13934","Ropn1l",5.08663986149284,-0.322141846762965,0.589922111185239,-0.546075220194299,0.585014232448891,0.754365549449351
"13935","Zyx",590.624833130091,-0.322202652808183,0.110037100678892,-2.92812742993318,0.00341010251606677,0.0193665508878592
"13936","Fgf23",4.9042770358085,-0.322256984833439,0.498345123201573,-0.646654235849904,0.517855747970551,0.701005724421078
"13937","Phlpp2",1394.72847736135,-0.322257222057205,0.0836438420327951,-3.8527309868293,0.000116807699038037,0.00131520502642811
"13938","Atad2",240.255910998691,-0.322332093374292,0.0777557660135619,-4.14544296712442,3.39157412710271e-05,0.000492472984284606
"13939","Pir",56.7776816529413,-0.322446517066563,0.178798642009201,-1.80340585053197,0.0713244994734305,0.189619087843189
"13940","Rttn",92.7044212835532,-0.322453227281008,0.168357253319052,-1.91529156554919,0.0554553306429582,0.157786148764264
"13941","Ppp2r3d",121.781676633875,-0.322655775002567,0.123178986501008,-2.61940598934808,0.00880830474029383,0.0405327566907295
"13942","Dlec1",19.4221994450017,-0.32279354433093,0.280924180261015,-1.14904151017194,0.25053886450471,0.446429797983426
"13943","Fam122b",61.6838744208085,-0.32288465944706,0.196416465631473,-1.64387775947905,0.100201455041864,0.240962481322725
